RegionID,Date,Home Value
395209,9/30/2022,543004.5247
395209,10/31/2022,539833.7961
395209,11/30/2022,538115.4162
395209,12/31/2022,537443.7245
395209,1/31/2023,536660.3788
395209,2/28/2023,536391.764
395209,3/31/2023,536526.1607
395209,4/30/2023,538075.3522
395209,5/31/2023,540670.4869
395209,6/30/2023,544363.6907
395209,7/31/2023,547776.3686
395209,8/31/2023,550546.1087
395209,9/30/2023,552307.3384
395209,10/31/2023,553460.7672
395209,11/30/2023,554127.1781
395209,12/31/2023,554695.7166
395209,1/31/2024,555122.7252
395209,2/29/2024,556585.4843
395209,3/31/2024,559663.2452
395209,4/30/2024,563905.6194
395209,5/31/2024,567390.7446
395209,6/30/2024,569099.4856
394974,1/31/2015,208647.2537
394974,2/28/2015,209110.8836
394974,3/31/2015,209638.251
394974,4/30/2015,210145.1492
394974,5/31/2015,210754.3126
394974,6/30/2015,211268.4638
394974,7/31/2015,212039.5911
394974,8/31/2015,212948.2455
394974,9/30/2015,213947.3989
394974,10/31/2015,214703.7192
394974,11/30/2015,215150.4285
394974,12/31/2015,215673.3145
394974,1/31/2016,216424.4731
394974,2/29/2016,217221.6211
394974,3/31/2016,217623.062
394974,4/30/2016,217941.5684
394974,5/31/2016,218390.2833
394974,6/30/2016,219122.9212
394974,7/31/2016,219817.1705
394974,8/31/2016,220585.1019
394974,9/30/2016,221338.0039
394974,10/31/2016,222278.6145
394974,11/30/2016,223132.2562
394974,12/31/2016,224104.8862
394974,1/31/2017,224815.7016
394974,2/28/2017,225429.0917
394974,3/31/2017,225995.0004
394974,4/30/2017,226905.6149
394974,5/31/2017,227918.5973
394974,6/30/2017,228915.3257
394974,7/31/2017,229582.5162
394974,8/31/2017,230120.7734
394974,9/30/2017,230740.5904
394974,10/31/2017,231590.5954
394974,11/30/2017,232707.4083
394974,12/31/2017,233856.6651
394974,1/31/2018,234960.5302
394974,2/28/2018,235963.4773
394974,3/31/2018,237167.7177
394974,4/30/2018,238137.6089
394974,5/31/2018,238819.1431
394974,6/30/2018,238943.2083
394974,7/31/2018,239193.1426
394974,8/31/2018,239603.2857
394974,9/30/2018,240275.5819
394974,10/31/2018,240922.7179
394974,11/30/2018,241677.5493
394974,12/31/2018,242447.0101
394974,1/31/2019,243406.3359
394974,2/28/2019,244541.4315
394974,3/31/2019,245768.7159
394974,4/30/2019,246794.1144
394974,5/31/2019,247460.6953
394974,6/30/2019,248120.349
394974,7/31/2019,248749.4661
394974,8/31/2019,249384.5009
394974,9/30/2019,249875.7312
394974,10/31/2019,250537.3
394974,11/30/2019,251655.6851
394974,12/31/2019,252918.0409
394974,1/31/2020,254550.9188
394974,2/29/2020,256369.7462
394974,3/31/2020,258565.0815
394974,4/30/2020,260642.2355
394974,5/31/2020,261888.6539
394974,6/30/2020,262361.3864
394974,7/31/2020,262701.04
394974,8/31/2020,263783.3515
394974,9/30/2020,266125.6487
394974,10/31/2020,269413.7138
394974,11/30/2020,273593.6934
394974,12/31/2020,277939.652
394974,1/31/2021,281991.4957
394974,2/28/2021,285896.0272
394974,3/31/2021,289745.3463
394974,4/30/2021,293567.3612
394974,5/31/2021,297360.6912
394974,6/30/2021,301077.0392
394974,7/31/2021,303829.4065
394974,8/31/2021,305091.6828
394974,9/30/2021,304689.6903
394974,10/31/2021,304397.2909
394974,11/30/2021,304838.5909
394974,12/31/2021,306457.7953
394974,1/31/2022,309654.7466
394974,2/28/2022,314059.0888
394974,3/31/2022,319459.5531
394974,4/30/2022,324779.2223
394974,5/31/2022,329551.5608
394974,6/30/2022,333346.5355
394974,7/31/2022,335033.7987
394974,8/31/2022,334916.39
394974,9/30/2022,333824.9762
394974,10/31/2022,333428.6627
394974,11/30/2022,333599.0953
394974,12/31/2022,333909.2021
394974,1/31/2023,333920.2285
394974,2/28/2023,334062.0978
394974,3/31/2023,335049.0457
394974,4/30/2023,337012.5507
394974,5/31/2023,339906.8981
394974,6/30/2023,342933.1821
394974,7/31/2023,345880.4889
394974,8/31/2023,348586.3735
394974,9/30/2023,350901.8457
394974,10/31/2023,352621.9003
394974,11/30/2023,354009.2363
394974,12/31/2023,355203.4341
394974,1/31/2024,356424.5363
394974,2/29/2024,357996.4568
394974,3/31/2024,360353.5117
394974,4/30/2024,363126.2698
394974,5/31/2024,365205.1596
394974,6/30/2024,366139.7482
394856,1/31/2015,211994.8456
394856,2/28/2015,213721.887
394856,3/31/2015,215298.0072
394856,4/30/2015,216896.7533
394856,5/31/2015,218648.3875
394856,6/30/2015,220379.2032
394856,7/31/2015,222243.9395
394856,8/31/2015,224153.3103
394856,9/30/2015,226230.8308
394856,10/31/2015,228350.9946
394856,11/30/2015,230362.4964
394856,12/31/2015,232083.2341
394856,1/31/2016,233646.9449
394856,2/29/2016,235170.6253
394856,3/31/2016,236849.7191
394856,4/30/2016,238570.288
394856,5/31/2016,240276.2434
394856,6/30/2016,242052.9147
394856,7/31/2016,243732.923
394856,8/31/2016,245325.5452
394856,9/30/2016,246908.8245
394856,10/31/2016,248757.6617
394856,11/30/2016,250425.7115
394856,12/31/2016,251693.3822
394856,1/31/2017,252704.9077
394856,2/28/2017,254168.986
394856,3/31/2017,256163.4254
394856,4/30/2017,258148.0628
394856,5/31/2017,259754.0817
394856,6/30/2017,261263.8079
394856,7/31/2017,262737.2194
394856,8/31/2017,264365.9342
394856,9/30/2017,265909.7058
394856,10/31/2017,267562.241
394856,11/30/2017,269328.1868
394856,12/31/2017,271389.9933
394856,1/31/2018,273210.4072
394856,2/28/2018,274604.3167
394856,3/31/2018,275784.7282
394856,4/30/2018,276932.5475
394856,5/31/2018,278354.2204
394856,6/30/2018,279630.4898
394856,7/31/2018,281296.805
394856,8/31/2018,282811.002
394856,9/30/2018,284257.6844
394856,10/31/2018,285497.535
394856,11/30/2018,286966.9345
394856,12/31/2018,288638.2655
394856,1/31/2019,290018.1798
